proj_id,group_id,title,cat
1035228179,5411,產業溫室氣體管制策略及自願減量專案工作計畫(另開新視窗),14
1028034794,5405,嘉義市細懸浮微粒管制對策及健康風險評估計畫(另開新視窗),02
1028141303,5405,102年度彰化縣臭氧前驅物長期背景監測計畫(另開新視窗),02
1027847339,5405,固定污染源許可、空污費、工業區稽查管制及總量管制先期作業計畫(另開新視窗),02
1023215709,5405,102年度臺中市PM2.5來源分析及管制計畫(另開新視窗),02
1025911644,5405,102年度嘉義市移動污染源管制及低污染車輛推廣計畫(另開新視窗),02
1023480689,5405,102年度嘉義市加強街道揚塵洗掃街計畫(另開新視窗),02
1022636006,5405,生態綠化社區示範計畫(另開新視窗),02
1021598225,5405,金門縣102年度移動污染源稽查管制計畫(另開新視窗),02
1021911561,5405,鋼鐵金屬工業區適合之高淨污及快長樹種篩選實測(另開新視窗),02
1022178485,5405,嘉義市民俗活動、餐飲業及露天燃燒空氣污染稽查管制計畫(另開新視窗),02
1023827846,5405,101年度臺中市低碳城市發展推動及管考計畫(另開新視窗),02
1020807280,5405,屏東縣工業區臭味物質監測及有害污染調查計畫(另開新視窗),02
1020601113,5405,低碳永續家園調適與災害防救行動項目推動專案工作計畫(另開新視窗),02
1023772910,5405,102年度屏東縣細懸浮微粒(PM2.5)空間分布及管制策略評估計畫(另開新視窗),02
1037167445,5405,102年臺中市環境品質監測站操作維護工作計畫(另開新視窗),02
1024941350,5405,低碳永續家園資訊網維運與功能擴充專案工作計畫(另開新視窗),02
1036378433,5405,嘉義市低碳永續家園專案計畫-綠牆與垂直綠化設計及照明節能示範及推廣(另開新視窗),02
1027574724,5405,102年度產品碳標籤核發及推廣專案工作計畫(另開新視窗),02
1025477120,5405,適用勞工作業環境空氣有害物質容許濃度五十分之一管制項目調查技術評析(2/2)(另開新視窗),02
1025923663,5405,屏東縣低碳永續家園專案辦公室計畫(另開新視窗),02
1023953867,5405,102年度產品碳足跡資訊揭露服務專案工作計畫(另開新視窗),02
1025939506,5405,102年度推動低碳永續家園之法律、經濟、財稅工具相關規劃專案工作計畫(另開新視窗),02
1029596488,5405,細懸浮微粒(PM2.5)調查技術開發(2/2)(另開新視窗),02
1022336111,5405,102年度嘉義市低碳永續家園專案辦公室計畫暨節能診斷及社區改造計畫(另開新視窗),02
1021569781,5405,102年度機車排氣分析儀巡迴查核檢校計畫(另開新視窗),02
1021177565,5405,102年度移動污染源稽查管制計畫(另開新視窗),02
1022430904,5405,空氣中含氮異味物質之線上監測技術之開發(1/4)(另開新視窗),02
1013826322,5405,101年度台東縣柴油車排煙檢測及油品檢測計畫(另開新視窗),02
1016369828,5405,101年度營建工程污染管制計畫(另開新視窗),02
1016376188,5405,進口汽車空氣污染物驗證核章作業暨新車污染管制資料庫整合(另開新視窗),02
1011845409,5405,使用中柴油車污染調查及保檢制度推動專案工作計畫(另開新視窗),02
1013796586,5405,臺北市101年度營建工程空氣污染管制計畫(另開新視窗),02
1011007149,5405,101年度營建工程污染管制及空污費徵收計畫(另開新視窗),02
1012243149,5405,城市碳盤查登錄及碳揭露服務平台系統建置規劃與教育訓練專案計畫(另開新視窗),02
1014701199,5405,北部空品區粒狀物污染來源及管制策略評估計畫(另開新視窗),02
1022248423,5405,101年度固定污染源特定行業管制及空污費補繳計畫(另開新視窗),02
1010164615,5405,101 年度柴油車動力計排煙檢測及油品檢測計畫(另開新視窗),02
1017180368,5405,空氣品質綜合管理計畫(另開新視窗),02
1010005100,5405,營建工程稽查管制計畫(另開新視窗),02
1014191806,5405,101年度離島工業區連續自動監測查核計畫(另開新視窗),02
1018655214,5405,101年度空氣污染緊急應變公害陳情案件處理計畫(另開新視窗),02
1010025559,5405,101年度離島工業區空氣污染管制資訊整合計畫(另開新視窗),02
1013185131,5405,101年度「臺中市電動車輛推廣計畫」(另開新視窗),02
1019936950,5405,100年度離島工業區空氣污染總量查核及許可管制計畫(另開新視窗),02
1010491299,5405,101年度空氣污染源稽查管制暨資訊管理系統建置計畫(另開新視窗),02
1010179807,5405,101暨102年度高雄市屢次陳情暨告發處分追蹤改善計畫(另開新視窗),02
1017016932,5405,101年度逸散源管制及空氣品質淨化區維護管理計畫(另開新視窗),02
1013156699,5405,101年度雲林縣低碳環境綠色運輸推廣計畫(另開新視窗),02
1010237573,5405,雲林縣石化業專用移動式監測車監測計畫(另開新視窗),02
1016422099,5405,101年度「嘉義縣農業廢棄物露天燃燒防制計畫」(另開新視窗),02
1075152862,5425,107年空氣品質及環境水質監測資訊系統擴充暨維運計畫(另開新視窗),10
1070917532,5425,臺灣大氣甲烷源匯模式評估計畫(另開新視窗),10
1070143613,5425,107年環境品質感測物聯網推動及專案管理計畫(另開新視窗),10
1071752950,5425,建構區域性非游離輻射監測資料與資訊管理計畫(另開新視窗),10
1070562675,5425,金屬穩定同位素分析應用於環境鑑識之可行性研究(2/2)(另開新視窗),10
1070491994,5425,107年細懸浮微粒碳同位素分析技術之發展與應用研究計畫(另開新視窗),10
1071767215,5425,107年應用遙測科技工具與提升蒐證技術工作計畫(另開新視窗),10
1071749980,5425,107年度屏東縣全國水環境水質監測計畫(另開新視窗),10
1071657344,5425,107年建置我國環境用藥藥效檢測技術規範計畫(另開新視窗),10
1070673385,5425,智慧環境應用系統功能強化計畫(另開新視窗),10
1070895077,5425,107年度環境感測數據分析服務建置計畫案(另開新視窗),10
1071266810,5425,持久性有機污染物檢測技術開發(2/2)(另開新視窗),10
1070378342,5425,固定污染源之污染物檢測數據品質查核計畫(另開新視窗),10
1070635673,5425,河川水體污染源鑑識作業程序建置與實例應用 (1/3)(另開新視窗),10
1071351688,5425,"排放管道中1,4-二氧陸圜等12種化合物調查技術開發(另開新視窗)",10
1072630715,5425,固定污染源系統與行程申報系統數據品質提升計畫(另開新視窗),10
1073022950,5425,107-109年建立臺灣環境衛生病媒害蟲監測及化學防治技術計畫(第一年)(另開新視窗),10
1070402809,5425,以菌群分布作為鑑識污染源技術建立(2/2)(另開新視窗),10
1071449347,5425,107年度臺東縣綠島鄉及蘭嶼鄉飲用水品質監測計畫(另開新視窗),10
1070664934,5425,利用物聯網技術整合環境污染監測之先期研究計畫(另開新視窗),10
1061080223,5425,106-107年度紫外線監測分析與儀器校驗實驗室專案工作計畫(另開新視窗),10
1060268911,5425,中部地區空氣品質感測物聯網布建維運及資料服務先導型試驗計畫(另開新視窗),10
1060861881,5425,106年度雲林縣有害污染物監測及調查計畫(另開新視窗),10
1060025859,5425,智慧城市簡易空氣品質感測網維運及資料服務計畫(另開新視窗),10
1060877148,5425,106年度雲林縣環境保護局檢驗室操作管理計畫(另開新視窗),10
1060449292,5425,106年度環境空氣品質監測計畫(另開新視窗),10
1060217730,5425,環境與健康風險評估技術建立專案工作(另開新視窗),10
1062876825,5425,「高雄大林蒲地區環境與健康風險評估採樣及分析委託計畫」(另開新視窗),10
1060614533,5425,106年度雲林縣離島工業區氯乙烯排放監(檢)測與調查計畫(另開新視窗),10
1061145664,5425,微脈衝雷射雷達系統操作維護(另開新視窗),10
1060230898,5425,表面增強拉曼光譜技術於水體污染源追蹤之應用研究（1/4~2/4）(另開新視窗),10
1063225825,5425,空氣感測數據時空特徵分析及數據品質提升資訊技術研發計畫(另開新視窗),10
1060005172,5425,以菌群分布作為鑑識污染源技術建立(1/2)(另開新視窗),10
1060481693,5425,空氣污染物之綜合管制策略(另開新視窗),10
1062464107,5425,106年臺中市文山垃圾焚化廠周圍環境監測及風險評估計畫(另開新視窗),10
1060589407,5425,105至106年度光化學評估監測站操作品保例行性計畫(另開新視窗),10
1063382907,5425,106年度雲林縣土壤及地下水污染調查及查證工作計畫(另開新視窗),10
1060975722,5425,106年臺南市綠屋頂節能降溫推動計畫(另開新視窗),10
1060105607,5425,固定污染源戴奧辛及重金屬調查管制及減量策略推動計畫(另開新視窗),10
1061173031,5425,中部地區空氣污染物微型感測器系統及 推動空氣污染防制志工制度計畫(另開新視窗),10
1064134538,5425,106年度空品區固定污染源污染減量管制計畫(另開新視窗),10
1060749368,5425,106年度臺中市環境品質監測站（含移動式監測車）操作維護工作計畫(另開新視窗),10
1060241723,5425,106年度「花蓮縣空氣品質淨化區暨空氣品質監測、CEMS監督查核維護管理計畫」成果報告(另開新視窗),10
1060422542,5425,106年度臺中市河川、海域水體水質監測計畫(另開新視窗),10
1060102807,5425,河川流域重金屬與有機特徵物質污染源鑑識研究-以宜蘭新城溪為例(另開新視窗),10
1061740484,5425,106年掩埋場之土壤及進場灰渣、廢棄物等採樣監測分析工作(另開新視窗),10
1062227462,5425,106年推廣環境奈米科技知識平台及知識整合計畫(另開新視窗),10
1061116802,5425,水質感測物聯網應用技術研發及農地污染潛勢區布建驗證(另開新視窗),10
1060835900,5425,106年飲用水水質標準中較難檢驗項目抽驗計畫(另開新視窗),10
1061779641,5425,金屬穩定同位素分析應用於環境鑑識之可行性研究(1/2)(另開新視窗),10
1021466181,5409,102年度臺東縣節能減碳宣導推動計畫 -低碳生活營造計畫(另開新視窗),15
1025494609,5409,應用在我國環保政策或環保重大開發計畫之聽證程序(另開新視窗),15
1023814545,5409,101-102年固定污染源許可管制計畫(另開新視窗),15
1022685236,5409,南投縣102年度移動污染源稽查管制計畫(另開新視窗),15
1029627847,5409,102年度臺南市紙錢減量集中燒管制計畫(另開新視窗),15
1028677771,5409,102年度環保集點制度規劃及建置專案工作計畫(另開新視窗),15
1023094783,5409,102至104年度環保設施品質查核督導委託專案工作計畫（102年度，第1年）(另開新視窗),15
1027765222,5409,「102年環境保護產品驗證作業及追蹤管理計畫」專案工作計畫(另開新視窗),15
1028300046,5409,102年奈米科技之風險感知及政策研究(另開新視窗),15
1029242750,5409,102-103年度環工技師簽證案件查核及管理系統開發維護(第1年)專案工作計畫(另開新視窗),15
1022374303,5409,102年污染防治支出統計調查(另開新視窗),15
1027447383,5409,「102年度環保標章產品規格標準制訂、驗證技術、產品查核機制技術及環境效益評估方法之研究」專案研究計畫(另開新視窗),15
1023925395,5409,101年資訊產品環保標章驗證作業增購計畫(另開新視窗),15
1014343794,5409,101年度雲林縣離島工業區揮發性有機物查核計畫(另開新視窗),15
1010698174,5409,101年度花蓮縣河川揚塵預警、宣導及防制計畫(另開新視窗),15
1019802433,5409,101年度臺南市環境保護計畫編撰計畫(另開新視窗),15
1012612880,5409,101年度彰化縣揮發性有機物調查及管制報告(另開新視窗),15
1014389869,5409,第一屆環保行動劇競賽專案工作計畫(另開新視窗),15
1012617825,5409,兩岸資源再生環保服務業交流平台計畫(另開新視窗),15
1010870721,5409,101年一般產品環保標章及第二類環境保護產品驗審計畫(另開新視窗),15
1010506960,5409,100-101年度環工技師簽證案件查核及管理系統加值程式開發維護（第2年）(另開新視窗),15
1011995018,5409,推動機關綠色採購及規劃第二型環境保護產品認可制度計畫(另開新視窗),15
1017574827,5409,99至101年度環保設施品質查核督導委託專案工作計畫(101年度，第3年)(另開新視窗),15
1019125297,5409,101年度環保標章產品規格標準制訂、驗證技術、產品查核機制技術及環境效益評估方法之研究(另開新視窗),15
1016816229,5409,100年度服務業環保標章規格標準制訂專案工作計畫(另開新視窗),15
1017950891,5409,101年度環保創新科技研發計畫─利用高效率觸媒低溫分解/礦化穩定性全氟化物技術及光電/半導體廠模擬測試之研發(另開新視窗),15
1017871358,5409,101年環保(污染防治)支出統計調查(另開新視窗),15
1000328818,5409,台東縣環境保護局-台東縣汛期後卑南溪沿岸揚塵環境清理計畫(另開新視窗),15
1002931657,5409,100年度雲林縣離島工業區揮發性有機物查核暨減量計畫(另開新視窗),15
1001984391,5409,100年度花蓮縣河川揚塵預警、宣導及防制計畫(另開新視窗),15
1002357620,5409,環保專書出版及行銷專案工作計畫(另開新視窗),15
1001435019,5409,我國實質參與後京都諮商談判情境研擬與因應策略規劃推動專案工作計畫(另開新視窗),15
1000327832,5409,100年度基隆港區船舶遙測、視覺影像監控暨車輛管制錄影辨識系統設置計畫(另開新視窗),15
1005238855,5409,行政院環境保護署重要政策及文獻彙編(另開新視窗),15
1012244088,5409,100年度高雄市加強清除街道揚塵機械掃街暨清除告發違規小廣告計畫(另開新視窗),15
1007968636,5409,100-101年度環工技師簽證案件查核及管理系統加值程式開發維護(第1年)專案工作計畫(另開新視窗),15
1003595933,5409,100年臺中市永續發展計畫(另開新視窗),15
1006984667,5409,100年發行英文環保政策月刊(另開新視窗),15
1005226024,5409,「100年度環保標章產品規格標準制訂、驗證技術、產品查核機制技術及環境效益評估方法之研究」專案研究計畫(另開新視窗),15
1000075498,5409,精進機關綠色採購及環保標章制度計畫專案工作計畫(另開新視窗),15
1000331032,5409,政策永續性評估制度建置之研究(另開新視窗),15
1002397071,5409,99至101年度環保設施品質查核督導委託專案工作計畫（100年度，第2年）(另開新視窗),15
1000693835,5409,100年環保(污染防治)支出統計調查(另開新視窗),15
1008592336,5409,100年度「提昇客家地區環境行動計畫」(另開新視窗),15
1008723544,5409,100年度嘉義市永續發展業務工作計畫(另開新視窗),15
1009404699,5409,100年特定環境保護服務業狀況調查(另開新視窗),15
0990669416,5409,99年及100年未登記責任業者之營業(進口)量相關帳籍憑證查核計畫(另開新視窗),15
0996325090,5409,99年至100年環保署各單位及所屬機關電話禮貌測試專案工作計畫(另開新視窗),15
0998920936,5409,南投縣99年度台灣鋏蠓(俗稱：小黑蚊)防治工作計畫(另開新視窗),15
0998291934,5409,99年度臺南市營建工地污染管制查核計畫(另開新視窗),15
XPWURHGQNI,5407,花蓮縣河川巡守污染源削減緊急應變綜合計畫(另開新視窗),01
KLRGWJQMEY,5407,97年度河川流域管理暨水污染源申報制度查核管理計畫(另開新視窗),01
BLMGUIRYZJ,5407,花蓮縣河川生態環境調查及宣導計畫(另開新視窗),01
KUAPNJOLHQ,5407,97年度新竹縣事業廢(污)水排放稽查管制暨愛護河川宣導演練計畫(另開新視窗),01
IZLOFQXYDJ,5407,97桃園縣南崁溪等流域河川污染源改善及稽查管制計畫(另開新視窗),01
IKCGJYWESU,5407,97年度桃園縣愛河護川及志(義)工巡守計畫(另開新視窗),01
UODXYSVZTL,5407,宜蘭縣97年度推動河川義工巡守計畫(另開新視窗),01
PXYSBDUCQW,5407,97年度水污染源稽查管制及水質監測計畫(另開新視窗),01
CTEWDVAMPB,5407,宜蘭縣97年度（海洋、河川）污染緊急應變演練計畫(另開新視窗),01
NYSEGDQUOK,5407,97年度桃園縣河川清潔度維護計畫(另開新視窗),01
LMBGUSDKQX,5407,嘉義自來水集水區污染調查、削減規劃及細部設計計畫(另開新視窗),01
JUHSEKRMQO,5407,花蓮縣河川流域河岸面清潔維護計畫(另開新視窗),01
XRCHQZAGIB,5407,97年桃園縣水源保護區稽查管制計畫(另開新視窗),01
OJNLRQCHDV,5407,97年度花蓮縣事業廢水稽查管制及東區水污染事件緊急應變民間機構協力處理計畫(另開新視窗),01
WDEKYAZMJS,5407,淡水河流域污染整治管理計畫(另開新視窗),01
YXIJBATOCV,5407,屏東縣流域河川水質改善及污染削減具體行動計畫(另開新視窗),01
DFMVASKTNY,5407,水環境介質中奈米微粒轉換及宿命研究(另開新視窗),01
DWLIVQPSNX,5407,水污染源科學儀器設備及蒐證系統民間機構協力處理合作計畫(另開新視窗),01
CGDNBPMQTW,5407,以生物鏈淨化水庫水質實證研究計畫(另開新視窗),01
YJLPUOFIRA,5407,全國河川巡守隊運作輔導計畫(另開新視窗),01
MBAYKPVOFZ,5407,飲用水水源水質保護區地理資訊系統整合建置及擴充維護計畫(另開新視窗),01
KWJDXEQNIG,5407,應用生態工法整治河川污染調查研究計畫-以北港溪為例(另開新視窗),01
KOUFDMTJWI,5407,建立礫間處理及人工溼地工程手冊計畫(另開新視窗),01
HJOEUTMVLD,5407,淡水河流域關懷計畫(另開新視窗),01
QVAECWBXUN,5407,九十七年度嘉義縣水污染源及飲用水水源水質保護區污染行為管制計畫(另開新視窗),01
QWIXHFRKOM,5407,建置國家水研究中心規劃研析計畫(另開新視窗),01
SUPVDBOZYW,5407,產業廢水污染特性調查及自我污染削減推動計畫(另開新視窗),01
VQXLBFGZKN,5407,事業廢水檢測申報許可管理及資料庫維護管理計畫(另開新視窗),01
TEAFROVWZM,5407,海洋化學品污染緊急應變作業資源建置專案工作計畫(另開新視窗),01
FUQSDOIBZT,5407,97年屏東縣河川疏浚工程及砂石場稽查管制計畫(另開新視窗),01
GMPNVXIZFJ,5407,台灣中部海域油污擴散風險評估及模式建置專案工作計畫(另開新視窗),01
LRDNPAQSIO,5407,提升生活污水處理暨回收再利用推廣輔導計畫(另開新視窗),01
ARSLYMQDZI,5407,現地處理設施操作維護查核計畫(另開新視窗),01
DJVPZRGNIS,5407,97年度飲用水水質標準中較難檢驗項目抽驗計畫(另開新視窗),01
VEICAYHPUS,5407,「二仁溪及鹽水溪河川巡守管理計畫」(第一年)(另開新視窗),01
JVAKIXBCOR,5407,97年度嘉義縣海域水質監測計畫(另開新視窗),01
JZOSXDGIPT,5407,飲用水管理資訊系統維護專案工作計畫(另開新視窗),01
QLRCPIGOET,5407,97年度包裝及盛裝飲用水水源水質檢驗工作計畫(另開新視窗),01
KIMQBOJUGS,5407,水污染防治許可換發審查計畫（中區）(另開新視窗),01
ZIULJKRCHO,5407,水污染防治許可換發審查計畫（北區）(另開新視窗),01
EMCFBZKANT,5407,水污染防治許可換發審查計畫(南區)(另開新視窗),01
TKSZYLRUHQ,5407,飲用水管理資訊系統維護專案工作計畫(另開新視窗),01
LBTZVQKCFX,5407,台灣沿海工業區鄰近海域水質監測及海域三度空間流體動力模式基礎建置專案工作計畫(另開新視窗),01
ZYMNDRSXAE,5407,96年臺中縣河川流域揚塵稽查管制及改善計畫(另開新視窗),01
PXKGMWSCUO,5407,區域性海洋油污染緊急應變系統建置專案工作計畫(另開新視窗),01
AKSDYHJXGE,5407,96年度臺中縣污染源監控及強化水污染稽查管理暨河川巡守計畫--針對事業放流水污染物調查及增訂排放標準可行性評估計畫(另開新視窗),01
UAGEBTWSYP,5407,96年南區水污染事件緊急應變民間機構協力處理計畫(另開新視窗),01
ASMBTCFPGZ,5407,限氧自營菌硝化脫硝程序應用於石化業高氮廢水之技術開發(另開新視窗),01
MTXDZVPCJL,5407,96年度綠色奈米技術之開發及應用（複合奈米材料固定化與共處理水污染物之研究）(另開新視窗),01
WCVLMFUEXS,5407,工業區下水道系統水污染管制綜合管制計畫(另開新視窗),01
1082135918,5452,108年度嘉義市毒物及化學物質源頭查核管理計畫(另開新視窗),06
1081210087,5452,108年臺中市毒物及化學物質源頭查核管理暨防災體檢計畫(另開新視窗),06
